id,expert,sign_id,concept,answer,comment,flag_reasons,hamnosys,created_at
358,محمد باركي,58,يأمل,YES,,,,2026-05-01 05:54:22
359,محمد باركي,60,يفعل,YES,,,,2026-05-01 05:54:55
360,محمد باركي,61,يفعل,YES,,,,2026-05-01 05:55:03
361,محمد باركي,62,نافذة,YES,,,,2026-05-01 05:55:05
134,محمد باركي,66,قوي,YES,,,,2026-04-27 04:18:51
135,محمد باركي,67,بارد,YES,,,,2026-04-27 04:18:55
136,محمد باركي,74,كبير,NO,,,,2026-04-27 04:19:01
137,محمد باركي,77,هنا,YES,,,,2026-04-27 04:15:48
362,محمد باركي,78,يتخيل,YES,,,,2026-05-01 05:55:08
138,محمد باركي,80,أبداً,YES,,,,2026-04-27 04:15:51
363,محمد باركي,81,يناير,YES,,,,2026-05-01 05:55:14
139,محمد باركي,83,أصفر,YES,,,,2026-04-27 04:19:06
364,محمد باركي,90,رسالة,NO,,,,2026-05-01 05:55:18
365,محمد باركي,91,رسالة,NO,,,,2026-05-01 05:55:28
140,محمد باركي,94,بعيد,YES,,,,2026-04-27 04:13:41
141,محمد باركي,95,طويل,NO,,,,2026-04-27 04:19:12
142,محمد باركي,96,ثقيل,YES,,,,2026-04-27 04:19:17
143,محمد باركي,99,خفيف,NO,,,,2026-04-27 04:19:43
366,محمد باركي,106,يأكل,YES,,,,2026-05-01 05:55:32
144,محمد باركي,111,سيئ,NO,,,,2026-04-27 04:20:14
367,محمد باركي,113,بحر,YES,,,,2026-05-01 05:55:35
368,محمد باركي,116,يضع,YES,,,,2026-05-01 05:55:38
145,محمد باركي,120,موت,NO,,,,2026-04-27 04:20:19
146,محمد باركي,121,مبلول,YES,,,,2026-04-27 04:20:25
369,محمد باركي,123,أم,NO,,,,2026-05-01 05:55:41
370,محمد باركي,125,طبيعة,YES,,,,2026-05-01 05:55:47
371,محمد باركي,135,ورق,YES,,,,2026-05-01 05:55:51
147,محمد باركي,136,أحياناً,YES,,,,2026-04-27 04:15:58
148,محمد باركي,137,فقير,NO,,,,2026-04-27 04:20:30
372,محمد باركي,139,يفكر,YES,,,,2026-05-01 05:55:55
373,محمد باركي,140,يخسر,YES,,,,2026-05-01 05:55:58
149,محمد باركي,141,صغير,NO,,,,2026-04-27 04:20:37
150,محمد باركي,142,صغير,NO,,,,2026-04-27 04:20:43
151,محمد باركي,143,قليل,YES,,,,2026-04-27 04:16:03
152,محمد باركي,147,ممتلئ,YES,,,,2026-04-27 04:20:51
374,محمد باركي,153,يحمل,YES,,,,2026-05-01 05:56:02
153,محمد باركي,154,ممكن,NO,,,,2026-04-27 04:21:14
375,محمد باركي,155,يأخذ,YES,,,,2026-05-01 05:56:05
154,محمد باركي,157,قريب,YES,,,,2026-04-27 04:13:52
376,محمد باركي,158,أب,YES,,,,2026-05-01 05:56:08
377,محمد باركي,160,يضحك,YES,,,,2026-05-01 05:56:11
378,محمد باركي,163,يجيب,YES,,,,2026-05-01 05:56:16
379,محمد باركي,164,ينجح,YES,,,,2026-05-01 05:56:20
155,محمد باركي,166,وسخ,YES,,,,2026-04-27 04:21:56
156,محمد باركي,167,بدون,YES,,,,2026-04-27 04:13:57
380,محمد باركي,169,يعلم,YES,,,,2026-05-01 05:56:23
157,محمد باركي,170,جاف,YES,,,,2026-04-27 04:22:11
381,محمد باركي,173,سبتمبر,NO,,,,2026-05-01 05:56:27
158,محمد باركي,174,وحيد,NO,,,,2026-04-27 04:22:34
382,محمد باركي,175,مساء,YES,,,,2026-05-01 05:56:31
159,محمد باركي,178,مظلم,YES,,,,2026-04-27 04:22:43
160,محمد باركي,179,صوت,NO,,,,2026-04-27 04:11:22
161,محمد باركي,180,غالباً,YES,,,,2026-04-27 04:16:07
383,محمد باركي,184,أرض,YES,,,,2026-05-01 05:56:35
162,محمد باركي,187,دائماً,YES,,,,2026-04-27 04:16:10
163,محمد باركي,189,جداً,YES,,,,2026-04-27 04:16:14
384,محمد باركي,191,يبيع,YES,,,,2026-05-01 05:56:41
385,محمد باركي,193,يأتي,YES,,,,2026-05-01 05:56:43
164,محمد باركي,195,أخضر,YES,,,,2026-04-27 04:22:48
165,محمد باركي,197,فارغ,NO,,,,2026-04-27 04:22:55
166,محمد باركي,199,كبير في السن,YES,,,,2026-04-27 04:22:59
386,محمد باركي,205,يرى,YES,,,,2026-05-01 05:56:48
387,محمد باركي,207,سيارة,YES,,,,2026-05-01 05:56:52
388,محمد باركي,209,يريد,YES,,,,2026-05-01 05:56:56
167,محمد باركي,210,أنتم,YES,,,,2026-05-01 05:51:31
389,محمد باركي,218,يكتب,YES,,,,2026-05-01 05:57:06
390,محمد باركي,220,أجنبي,YES,,,,2026-05-01 05:57:13
391,محمد باركي,221,أجنبي,YES,,,,2026-05-01 05:57:19
168,محمد باركي,222,ضيق,YES,,,,2026-04-27 04:23:04
169,محمد باركي,223,ضيق,YES,,,,2026-04-27 04:23:08
392,محمد باركي,254,ينجز,YES,,,,2026-05-01 05:57:23
393,محمد باركي,257,يتكيف,YES,,,,2026-05-01 05:57:26
394,محمد باركي,258,يعجب,YES,,,,2026-05-01 05:57:32
395,محمد باركي,259,يمسك بقوة,YES,,,,2026-05-01 05:57:35
170,محمد باركي,261,حامض,YES,,,,2026-04-27 04:23:15
396,محمد باركي,262,يحب,YES,,,,2026-05-01 05:57:39
397,محمد باركي,263,يشعل,YES,,,,2026-05-01 05:57:42
398,محمد باركي,264,يُحضر,YES,,,,2026-05-01 05:57:44
171,محمد باركي,266,مُرّ,NO,,,,2026-04-27 04:23:31
399,محمد باركي,268,إنجلترا,YES,,,,2026-05-01 05:57:48
400,محمد باركي,274,يُرتّب,YES,,,,2026-05-01 05:57:52
172,محمد باركي,277,كافٍ,YES,,,,2026-04-27 04:16:26
401,محمد باركي,278,يصل إلى,YES,,,,2026-05-01 05:57:55
173,محمد باركي,279,تحت,YES,,,,2026-04-27 04:14:01
174,محمد باركي,280,أيضاً,YES,,,,2026-04-27 04:16:30
402,محمد باركي,283,يحذر,YES,,,,2026-05-01 05:57:59
403,محمد باركي,285,يخاف,YES,,,,2026-05-01 05:58:02
404,محمد باركي,286,يعطش,NO,,,,2026-05-01 05:58:07
405,محمد باركي,289,يكنس,YES,,,,2026-05-01 05:58:11
406,محمد باركي,293,زبدة,YES,,,,2026-05-01 05:58:14
175,محمد باركي,294,قريباً,YES,,,,2026-04-27 04:16:44
176,محمد باركي,297,غريب,YES,,,,2026-04-27 04:23:47
407,محمد باركي,298,بيرة,YES,,,,2026-05-01 05:58:18
408,محمد باركي,299,جُرح,YES,,,,2026-05-01 05:58:24
409,محمد باركي,302,مساء الخير,YES,,,,2026-05-01 05:58:28
410,محمد باركي,303,يتحرك,YES,,,,2026-05-01 05:58:31
411,محمد باركي,304,يغلي,YES,,,,2026-05-01 05:58:34
177,محمد باركي,311,مختصر,YES,,,,2026-04-27 04:23:54
412,محمد باركي,312,يلمع,YES,,,,2026-05-01 05:58:39
413,محمد باركي,318,بئر السلم,YES,,,,2026-05-01 05:58:42
414,محمد باركي,319,يحسب,YES,,,,2026-05-01 05:58:47
178,محمد باركي,321,قادر,YES,,,,2026-04-27 04:24:00
415,محمد باركي,323,شخصية,YES,,,,2026-05-01 05:58:50
416,محمد باركي,327,حزام,YES,,,,2026-05-01 05:58:53
417,محمد باركي,328,رماد,YES,,,,2026-05-01 05:58:58
418,محمد باركي,336,بلوزة,YES,,,,2026-05-01 05:59:03
179,محمد باركي,337,غالي,YES,,,,2026-04-27 04:24:20
419,محمد باركي,343,يلصق,YES,,,,2026-05-01 05:59:06
180,محمد باركي,346,مشترك,NO,,,,2026-04-27 04:24:31
420,محمد باركي,350,يُقارن,YES,,,,2026-05-01 05:59:09
421,محمد باركي,351,يقود,YES,,,,2026-05-01 05:59:11
181,محمد باركي,352,مريح,YES,,,,2026-04-27 04:24:35
182,محمد باركي,353,مرتبك,YES,,,,2026-04-27 04:24:40
422,محمد باركي,355,يعرف,YES,,,,2026-05-01 05:59:13
423,محمد باركي,356,ينصح,YES,,,,2026-05-01 05:59:16
183,محمد باركي,357,مستمر,YES,,,,2026-04-27 04:24:47
184,محمد باركي,358,ضد,NO,,,,2026-04-27 04:14:42
424,محمد باركي,360,غروب الشمس,YES,,,,2026-05-01 05:59:19
425,محمد باركي,365,بريد,YES,,,,2026-05-01 05:59:23
426,محمد باركي,367,يحفر,YES,,,,2026-05-01 05:59:27
185,محمد باركي,368,نيء,YES,,,,2026-04-27 04:24:54
427,محمد باركي,369,يُنشئ,YES,,,,2026-05-01 05:59:30
428,محمد باركي,370,ملعقة,YES,,,,2026-05-01 05:59:34
429,محمد باركي,371,يطبخ,YES,,,,2026-05-01 05:59:36
186,محمد باركي,372,مشهور,YES,,,,2026-04-27 04:25:01
430,محمد باركي,373,يحتفل,YES,,,,2026-05-01 05:59:39
187,محمد باركي,376,بطريقة أو بأخرى,YES,,,,2026-04-27 04:15:12
188,محمد باركي,378,من وقت لآخر,YES,,,,2026-04-27 04:16:51
431,محمد باركي,380,يطلب شيئاً,YES,,,,2026-05-01 05:59:42
432,محمد باركي,383,يدين بمال,YES,,,,2026-05-01 05:59:56
433,محمد باركي,384,قاموس,YES,,,,2026-05-01 06:00:01
434,محمد باركي,387,يميّز,YES,,,,2026-05-01 06:00:03
435,محمد باركي,388,يقسم,YES,,,,2026-05-01 06:00:06
436,محمد باركي,390,يلد,YES,,,,2026-05-01 06:00:10
189,محمد باركي,391,ناعم,YES,,,,2026-04-27 04:25:11
190,محمد باركي,392,ناعم,YES,,,,2026-04-27 04:25:13
437,محمد باركي,393,يمزق,YES,,,,2026-05-01 06:00:14
438,محمد باركي,394,يُعلن,YES,,,,2026-05-01 06:00:17
439,محمد باركي,396,يدافع,YES,,,,2026-05-01 06:00:21
191,محمد باركي,398,سابقاً,NO,,,,2026-04-27 04:16:58
440,محمد باركي,399,ينتقل,YES,,,,2026-05-01 06:00:24
441,محمد باركي,401,ينفق,YES,,,,2026-05-01 06:00:27
442,محمد باركي,404,يسرق,YES,,,,2026-05-01 06:00:29
192,محمد باركي,407,آسف,YES,,,,2026-04-27 04:25:18
443,محمد باركي,408,فوضى,YES,,,,2026-05-01 06:00:33
444,محمد باركي,409,يدمر,YES,,,,2026-05-01 06:00:38
193,محمد باركي,410,مخيّب,YES,,,,2026-04-27 04:25:29
